,Game_Title,All_Time_Sales,Weeks_Out,Weekly_Sales,Genre,Console,Publisher
421,Super Smash Bros. ,8951009,4,2237752.25,Fighting,NS,Nintendo
422,Sushi Striker: The Way of Sushido ,18552,1,18552.0,Puzzle,NS,Nintendo
423,Sword Art Online: Fatal Bullet ,154942,3,70574.5,Role-Playing,PS4,Namco Bandai Games
424,TT Isle of Man: Ride on the Edge ,37983,1,37983.0,Racing,PS4,Big Ben Interactive
425,Taiko no Tatsujin: Drum 'n' Fun! ,165667,5,33133.4,Music,NS,Namco Bandai Games
426,Tales of Berseria ,399889,25,79109.5,Role-Playing,PS4,Namco Bandai Games
427,Tekken 7 ,818002,9,90889.11111111111,Fighting,PS4,Namco Bandai Games
428,Tekken 7 ,142704,3,47568.0,Fighting,XOne,Namco Bandai Games
429,The Alliance Alive ,28178,1,28178.0,Role-Playing,3DS,Atlus
430,The Binding of Isaac ,23209,1,23209.0,Action,NS,Nicalis
431,The Crew 2 ,485110,9,53901.11111111111,Racing,PS4,Ubisoft
432,The Crew 2 ,104319,2,52159.5,Racing,XOne,Ubisoft
433,The Elder Scrolls Online: Morrowind ,38514,1,38514.0,MMO,PS4,Bethesda Softworks
434,The Elder Scrolls Online: Morrowind ,21643,1,21643.0,MMO,XOne,Bethesda Softworks
435,The Elder Scrolls V: Skyrim ,657539,12,91773.5,Role-Playing,NS,Bethesda Softworks
436,The Elder Scrolls V: Skyrim ,2384573,29,24124.5,Role-Playing,PS4,Bethesda Softworks
437,The Elder Scrolls V: Skyrim ,1317294,11,31313.0,Role-Playing,XOne,Bethesda Softworks
438,The Elder Scrolls V: Skyrim PSVR ,271722,2,135861.0,Role-Playing,PS4,Bethesda Softworks
439,The Evil Within II ,713747,15,79881.5,Action,PS4,Bethesda Softworks
440,The Evil Within II ,47436,1,47436.0,Action,XOne,Bethesda Softworks
441,The Inpatient ,44768,1,44768.0,Action,PS4,Sony Interactive Entertainment
442,The Last Guardian ,953304,6,22613.0,Action-Adventure,PS4,Sony Computer Entertainment
443,The Legend of Heroes: Trails of Cold Steel III ,92129,1,92129.0,Role-Playing,PS4,Nihon Falcom Corporation
444,The Legend of Heroes: Trails of Cold Steel IV ,95709,1,95709.0,Role-Playing,PS4,Falcom
445,The Legend of Zelda: Breath of the Wild ,9460827,96,99084.30526315789,Action-Adventure,NS,Nintendo
446,The Legend of Zelda: Breath of the Wild ,974835,11,95893.0,Action-Adventure,WiiU,Nintendo
447,The Lego Ninjago Movie Videogame ,36304,3,27979.0,Action,PS4,Warner Bros. Interactive Entertainment
448,The Sims 4 ,827043,12,82052.42857142857,Simulation,PS4,Electronic Arts
449,The Sims 4 ,76515,1,76515.0,Simulation,XOne,Electronic Arts
450,The Snack World: TreJarers ,137890,3,45963.333333333336,Role-Playing,3DS,Level 5
451,The Snack World: Trejarers Gold ,36550,1,36550.0,Role-Playing,NS,Level 5
452,The Surge ,34395,1,34395.0,Action,PS4,Koch Media
453,The Walking Dead - The Telltale Series: A New Frontier ,79290,1,79290.0,Adventure,PS4,Warner Bros. Interactive Entertainment
454,The Walking Dead - The Telltale Series: A New Frontier ,52477,1,52477.0,Adventure,XOne,Warner Bros. Interactive Entertainment
455,The Witcher 3: Wild Hunt ,4436993,112,12541.0,Role-Playing,PS4,Namco Bandai Games
456,The World Ends with You: Final Remix ,75834,3,58968.0,Role-Playing,NS,Nintendo
457,Tom Clancy's Ghost Recon Wildlands ,2440716,27,90396.88888888889,Shooter,PS4,Ubisoft
458,Tom Clancy's Ghost Recon Wildlands ,1048566,12,87380.5,Shooter,XOne,Ubisoft
459,Tom Clancy's Rainbow Six: Siege ,3951178,134,19852.35,Shooter,PS4,Ubisoft
460,Tom Clancy's The Division ,4063359,44,31230.0,Misc,PS4,Ubisoft
461,Train Sim World ,23673,1,23673.0,Simulation,PS4,Maximum Games
462,Ultimate Marvel vs. Capcom 3 ,81588,1,81588.0,Fighting,PS4,Capcom
463,Ultimate Marvel vs. Capcom 3 ,40354,1,40354.0,Fighting,XOne,Capcom
464,Ultra Street Fighter II: The Final Challengers ,183558,4,45889.5,Fighting,NS,Capcom
465,Uncharted ,8933982,48,45374.357142857145,Action,PS4,Sony Computer Entertainment
466,Uncharted ,9477843,70,24720.954545454544,Action,PS4,Sony Interactive Entertainment
467,Uncharted: The Lost Legacy ,1600959,15,120854.25,Action,PS4,Sony Interactive Entertainment
468,Uncharted: The Nathan Drake Collection ,4850381,66,28490.0,Action,PS4,Sony Computer Entertainment
469,Until Dawn: Rush of Blood ,481830,18,16247.0,Adventure,PS4,Sony Computer Entertainment
470,Until Dawn: Rush of Blood ,503803,19,21973.0,Shooter,PS4,Sony Computer Entertainment
471,Uta no Prince-Sama: Repeat Love ,27941,1,27941.0,Adventure,PSV,Broccoli
472,Utawarerumono: Chiriyukusha e no Komoriuta ,19593,1,19593.0,Role-Playing,PS4,Aqua Plus
473,Valkyria Chronicles 4 ,60633,1,60633.0,Strategy,NS,Sega
474,Valkyria Chronicles 4 ,126011,1,51198.5,Role-Playing,PS4,Sega
475,Valkyria: Azure Revolution ,87585,24,24668.0,Role-Playing,PS4,Deep Silver
476,Valkyria: Azure Revolution ,40012,1,40012.0,Role-Playing,PS4,Sega
477,Valkyria: Azure Revolution ,20199,1,20199.0,Role-Playing,PSV,Sega
478,Vampyr ,152092,3,50697.333333333336,Role-Playing,PS4,Focus Home Interactive
479,Vampyr ,37855,1,37855.0,Role-Playing,XOne,Focus Home Interactive
480,WWE 2K18 ,1124012,26,91971.4,Sports,PS4,Take-Two Interactive
481,WWE 2K18 ,172706,2,86353.0,Sports,XOne,Take-Two Interactive
482,WWE 2K19 ,719217,8,89902.125,Fighting,PS4,Take-Two Interactive
483,WWE 2K19 ,158621,2,79310.5,Fighting,XOne,Take-Two Interactive
484,WarioWare Gold ,120951,4,37908.666666666664,Misc,3DS,Nintendo
485,Warriors  Orochi 4 ,24645,1,24645.0,Action,NS,Tecmo Koei
486,Warriors  Orochi 4 ,102628,1,102628.0,Action,PS4,Tecmo Koei
487,Watch Dogs 2 ,2774779,15,40515.125,Action,PS4,Ubisoft
488,Watch Dogs 2 ,1080191,14,20967.0,Action,XOne,Ubisoft
489,We Happy Few ,35719,1,35719.0,Action-Adventure,PS4,Gearbox Software
490,We Happy Few ,22029,1,22029.0,Action-Adventure,XOne,Gearbox Software
491,Wild Guns Reloaded ,19377,1,19377.0,Shooter,NS,Natsume
492,WipEout Omega Collection ,182100,6,34550.4,Racing,PS4,Sony Interactive Entertainment
493,Wolfenstein II: The New Colossus ,46157,2,23078.5,Shooter,NS,Bethesda Softworks
494,Wolfenstein II: The New Colossus ,683929,6,113988.16666666667,Shooter,PS4,Bethesda Softworks
495,Wolfenstein II: The New Colossus ,126829,2,63414.5,Shooter,XOne,Bethesda Softworks
496,World of Warcraft: Battle for Azeroth ,44782,1,44782.0,MMO,PC,Activision
497,Xenoblade Chronicles 2 ,881622,8,111286.85714285714,Role-Playing,NS,Nintendo
498,Xenoblade Chronicles 2: Torna  Golden Country ,22367,1,22367.0,Role-Playing,NS,Nintendo
499,Yakuza 3 ,25974,1,25974.0,Action-Adventure,PS4,Sega
500,Yakuza 6 ,540284,74,52518.0,Adventure,PS4,Sega
501,Yakuza Kiwami ,239707,85,67913.0,Adventure,PS4,Sega
502,Yakuza Kiwami 2 ,275211,39,104589.5,Action,PS4,Sega
503,Yakuza Zero: The Place of Oath ,317671,100,65492.5,Adventure,PS4,Sega
504,Yo-Kai Watch 3: Sukiyaki ,630266,6,21936.5,Role-Playing,3DS,Level 5
505,Yo-kai Watch Busters 2: Legend of the Secret Treasure Banbarayar - Sword/Magnum ,445065,4,137031.33333333334,Role-Playing,3DS,Level 5
506,Yokai Watch 2 Ganso/Honke ,3450680,145,40756.5,Role-Playing,3DS,Nintendo
507,Yokai Watch 2 Shinuchi ,2718667,147,29690.0,Role-Playing,3DS,Nintendo
508,Yokai Watch Busters ,2325831,166,22306.0,Role-Playing,3DS,Level 5
509,Yonmegami Online: Cyber Dimension Neptune ,44395,1,44395.0,Role-Playing,PS4,Compile Heart
510,Yooka-Laylee ,57411,1,57411.0,Platform,PS4,Sold Out
511,Yooka-Laylee ,20834,1,20834.0,Platform,XOne,Sold Out
512,Yoshi's Woolly World ,239343,6,40157.166666666664,Platform,3DS,Nintendo
513,Ys VIII: Lacrimosa of Dana ,23530,1,23530.0,Role-Playing,NS,Nippon Ichi Software
514,Ys VIII: Lacrimosa of Dana ,26732,1,26732.0,Role-Playing,PS4,Nippon Ichi Software
515,Zanki Zero: Last Beginning ,15528,1,15528.0,Role-Playing,PS4,Spike Chunsoft
516,Zone of the Enders: The 2nd Runner M∀RS ,33273,1,33273.0,Simulation,PS4,Konami Digital Entertainment
